Gene,GSM3574340,GSM3574341,GSM3574342,GSM3574343,GSM3574344,GSM3574345,GSM3574346,GSM3574347,GSM3574348,GSM3574349,GSM3574350,GSM3574351,GSM3574352,GSM3574353,GSM3574354,GSM3574355,Symbol
Mta2,1028,975,462,1295,892,2024,660,521,1776,875,294,232,325,360,594,108,Mta2
Tlcd3b,41,34,17,34,29,169,38,29,108,45,4,2,11,5,23,0,Tlcd3b
Xrcc1,173,227,37,202,118,1391,137,55,1082,161,13,17,26,31,121,10,Xrcc1
Coasy,251,265,73,265,136,880,138,96,701,186,32,15,35,58,166,5,Coasy
Doc2a,2.0163,1.00577,1.01755,0,0,3.04192,0,0,4.26083,0,0,0,0,0,0,0,Doc2a
Rhbdl1,0,0,0,4,1,28,3,1,20,0,0,0,0,0,1,0,Rhbdl1
Ntpcr,246,317,140,332,211,1034,209,153,876,284,126,86,129,130,212,26,Ntpcr
Thop1,47,91.999962,12,54,22,476.0004,43,27,345,39,3,2,4,12.9999512,24,6,Thop1
Ramp1,33,38,10,46,29,103,75,12,116,25,4,5,5,4,23,17,Ramp1
Rhot2,511.753,659.858,131.99,511.241,315.78,2278.42,385.149,177.603,1914.68,419.971,59.4486,39.5894,85.8256,124.554,257.14,63.3185,Rhot2
Map3k21,1,6,0,2,4,22,0,0,8,2,0,0,0,2,2,0,Map3k21
Ubqln4,995.00005,1058.00112,420,1282,784.00021,2462.0048,682,463,2300.0023,943.99996,202,170,247,360,731,135.00023,Ubqln4
Paip2,7070,6780,5603,12014,8231.99,6868,4240,6028,6538,8452,5594,5783.99,5853,7188,5857,900,Paip2
Armc5,91,139,28,121,87,722,50,46,574,91,14,11,22,27,63,4,Armc5
Anapc15,172,157,48,198,93,295,128,44,222,153,23,25,47,41,92,10,Anapc15
Kcnk1,4,21,13,14,5,53,1,5,17,4,8,3,12,9,13,16,Kcnk1
Ssr2,904.99992,1007.0583,302.99989,1140.0006,575.00041,1753.064,513.00044,313.01973,1399.0411,692.04504,140,126,196,284.00015,462.00036,130,Ssr2
Fbxo17,6,5,3,15,4,10,5,2,8,5,4,0,0,0,3,0,Fbxo17
Slc7a6,1098,1096,734,1336,1145,1279,562,658,1273,1202,648,523,675,1047,1066,149,Slc7a6
Gmppa,192.9997,245.9999,67,191.9996,128,1023,124,68,841,142,24.00003,15.99998,28,28,116,23,Gmppa
Phf20,316,356,172,235,284,589,202,166,632,286,120,117,120,134,243,50,Phf20
Mrps12,269,291,198,545,302,741,269,206,562,270,111,77,127,150,163,31,Mrps12
Peli3,37.9687,40.55895,13.6171,24.1718,25.9,91.5103,44.0858,19.1285,102.3795,45.8763,10.5433,12.7147,9.57763,15.9408,23.2594,3.03355,Peli3
Ube2f,651.99972,679,496.99982,1029,673.9999,729,372,505,613,750.00015,423,333,467,482,423.00006,56,Ube2f
Ogdhl,33.0067,54.0559,17,29.0608,22.018,156.013,17.041,10,89,15.0133,4.00159,3.00002,6.03573,7.00226,14,1,Ogdhl
Kdm4a,941,1043,384,1025,795,2538.004,627,475,2133.003,832,263.9997,198.0003,281.9996,297,573,128,Kdm4a
Lrig2,550,544,429,570,688,633,294,323,605,634,340,304,327,380,361,103,Lrig2
Kcnc3,3,10,1,7,2,14.00005,0,2,5,2,1,0,0,0,1,0,Kcnc3
Ino80e,178.766,254.631,83.5223,260.163,173.795,844.451,192.16,103.035,711.978,179.166,37.1137,34.0325,52.0489,89.0078,117.714,10.0096,Ino80e
Tmem151b,20.457,23.0466,8.5615,9.4999,15.0039,22.6731,2.25086,13,24.3124,4.67675,3.27508,12.7372,9.11021,9.52957,9.8014,0,Tmem151b
Sars2,84,105,15,66,51,661,94,35,520,61,5,5,4,16,43,7,Sars2
Spats1,9,13,12,8,7,21,0,15,16.00003,18.00002,2,1,4,8,10,0,Spats1
Taok2,1132.036,1384.679,487.379,1257.92,1042.07,4659.49,659.69,575,3922.43,1006.38,201.9999,181.9996,301.4771,362.7996,725.949,130.99998,Taok2
Tgfb1i1,305,383,67,333,204,1252,168,96,821,190,35,26,52,39,77,8,Tgfb1i1
Trim8,363,479,133,522,273,1773,257,209,1454,411,98,82,82,98,197,39,Trim8
Mrpl11,765,819,381,1062,559,1818.0014,736.00047,367,1429,673,181.0001,186.00000466233,224.9996,279,510,116,mrpl11
Uba52,373,402,118,500,254,1025,206,118,825,271,60,50,64,88,267,26,Uba52
Arl3,344,411,259,691,363,915,210,275,780,372,239,220,216,243,237,29,Arl3
Cdc5l,2992,3200,1872,4093,2536,3471,1495,1633,2934,2715,895,756,1000,1177,1415,244,Cdc5l
Spata24,96,128,42,182,117,334,71,72,220,170,58,21,57,42,139,4,Spata24
Ptprf,101,155,26,78,82,739,100.000000410553,43,549,89,14,10,20,24,78,16,Ptprf
Parg,522,569,410,867,645,719,313,467,643,643,355,373,377,370,402,63,Parg
B3galt6,84.851,88.3994,49.0915,112.055,136.594,164.827,48.2423,62.8738,136.576,148.239,41.2688,46.1101,40.3203,40.7144,58.2842,12,B3galt6
Tomm20,3358,3139,2206,4935,3705,4176,1414,2351,3048,4450,1759,1812,2077,2267,2480,600,Tomm20
Sdf4,2545,2749,1171,3400,2013,3951,1538,1217,3749,2351,681,475,730,867,1560,295,Sdf4
Ethe1,122,112,36,137,83,312,60,49,279,92,20,15,16,51,82,25,Ethe1
Mlx,854,958,439,1277,567,1426,537,435,1097,850,239,190,258,311,541,82,Mlx
Asic4,2,1,0,1,0,3,4,0,7,3,1,1,0,0,0,0,Asic4
Pot1,685,666,535,837,725,649,261.0002,524,603,682,342.9998,400,412,458,457,95,Pot1
Scand1,9,12,1,6,6,251,14,2,197,4,1,0,1,1,8,0,Scand1
Rex1bd,48,65,26,62,44,352,58,14,275,59,4,3,13,13,42,1,Rex1bd
Cnbd2,538.015,572,293,758.016,495.019,785.095,350.035,232.014,934.138,631.075,251,194,252,283,285.02,47,Cnbd2
Dnajc18,577,651,376,638,556,808,285,325,678,587,212,142,228,284,376,52,Dnajc18
Slc16a1,6471.15,7638.13,4378.39,7683.95,6539.03,9695.34,3599.37,4428.47,9239.74,8601.8,3416.46,3335.42,3577.21,4942.43,5347.35,795,Slc16a1
Lypd3,1,1,0,1,3,3,0,0,2,0,0,0,1,0,0,0,Lypd3
Tmem219,214.711,235.322,98.8674,300.761,194.764,541.341,135.665,119.832,407.736,217.452,83.6526,54.3067,86.2537,102.464,158.789,9.06656,Tmem219
Rbm34,410,454,346,612,531,455,266,325,384,492,309,328,383,299,327,50,Rbm34
Map2k2,283,416,71,353,256,3234,346,132.196,2582,281,24,19,48,53,176,49,Map2k2
Wdr90,47,57,8,40,17,347,24,16,234,27,2,1,6,4,15,10,Wdr90
Npas4,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,Npas4
Kctd13,36,49,21,52,29,140,17,11,167,25,8,7,7,11,42,19,Kctd13
Psrc1,16,10,1,11,2,55,1,3,21,5,1,0,0,3,3,0,Psrc1
Myh14,371,494,115,377.0001,328,4369,413,142,4420,420,38,42,49,84,416.27,71,Myh14
Lamtor1,1305,1505,433,1563,757,4392,903.313,396,3395,1103,221,156,233,274,604,112,Lamtor1
Wbp1l,1123.2141,1456.2263,498.12502,1304.56485,804.40163,3178.309,754.73033,425.18933,3235.9947,1025.14786,278.00007,182.045,269.06959,559.00034,756.10849,136.00017,Wbp1l
Brsk2,1,5,1,1,9,9,0,1,8,0,0,0,0,1,0,0,Brsk2
Psmc3ip,165,159,96,242,122,326,89,75,254,156,38,30,53,75,70,0,Psmc3ip
Taf7,594,598,358,836,616,600,396,370,542,677,393,330,400,459,381,92,Taf7
Slc29a2,0,0,0,0,6.02397,0,0,19,0,0,0,1,0,6,0,0,Slc29a2
Arhgef2,1114.76021,1122.12567,465.94031,1282.09009,952.4032,2642.3827,630.46979,545.85534,2309.57341,1096.8657,319.689070173674,247.7695629929,357.7537213144,469.586380094664,718.31662,127.9117,Arhgef2
Pcdhb22,69,66.5479,48,68.2527,83.5831,130.927,3.09054,38,90.9789,61,34,26,21,25,24.1371,0,Pcdhb22
Mcrip2,298,393,95,356,190,1976,244,100,1503,256,27,15,36,44,126,17,Mcrip2
Crlf1,62,59,11,102,40,228,19,27,285,38,7,3,8,7,28,0,Crlf1
Impdh1,302,318,73,294,248,1750,281,109,1714,315,31,36,53,95,257,54,Impdh1
Cyp17a1,4,16,4,11,0,11,12,3,18,2,4,1,2,5,2,0,Cyp17a1
Chpf,94,120,16,95,53,1152,75,23,911,45,15,2,8,7,33,3,Chpf
Slc5a2,1.42738,2.91758,0,1.6327,5.68463,9.86697,4,0,10.443,2.72891,1.4302,1.79008,1.77772,0,0,6.60974,Slc5a2
Mob2,399,479,190,535,357,963,221,209,948,360,105,50,109,172,245,52,Mob2
Drgx,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,Drgx
Tut1,206,250,72,216,125,613,132,75,578,207,34,22,58,62,149,35,Tut1
Slc7a6os,332,375,241,612,381,460,314,241,405,413,173,152,192,210,258,41,Slc7a6os
Pcdhb15,50,37,36,72,56,81,34,26,68,75,27,14,24,20,30,1,Pcdhb15
Retreg3,1097,1108,570,1588,1106,1868,924,644,1673,1140,404,372,435,612,798,127,Retreg3
Tex101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tex101
Celsr2,15,13,1,8,11,89,14,4,72,9,2,1,4,4,5,1,Celsr2
Atf5,271,270,81,331,207,1284,181,96,1102,195,41,38,55,97,211,38,Atf5
Tmem198,0,1,0,3,0,12,0,1,6,0,0,0,0,0,1,0,Tmem198
Pcdhb6l,30,50,13,37,29,49,10,11,50,38,13,8,17,13,24,3,Pcdhb6l
Nfkbib,57,71,21,73,26,449,66,15,358,39,7,3,8,8,33,6,Nfkbib
Pcdhb11,33,46,32,41,40,63,15,33,47.5433,26,16,18,18,15,15,7,Pcdhb11
Rab40c,179,212,66,201,127,671,127,58,623,172,25,25,43,56,105,15,Rab40c
Ndufaf3,526,672,308,846,506,2001,514,341,1721,536,156,95,191,226,349,92,Ndufaf3
Pcdhb9,10.1895,33,14,28,17.2137,41.2194,8,17.245,51.3499,12,19,14,7,9,12,0,Pcdhb9
Pcdhb8,14.666,9.44928,4.19814,20,19,7.65426,15,4,12,11,5,2,4.49131,4,10,18,Pcdhb8
Eef1g,8991.78,10098.4,2963.71,10619.1,5667.14,19236.5,5797.46,2889.89,16753.4,7215.09,1328.64,999,1742.78,2501.16,5566.35,824,Eef1g
Borcs7,763.093,924.167,569.967,1116.42,930.305,1179.69,468.055,557.537,986.109,869.216,424.575,386.357,357.739,448.987,505.163,103.666,Borcs7
Fam170b,1.00125,0,0,0,3,4.00981,0,0,0,1.00334,0,0,0,0,0,0,Fam170b
Vstm4,183,204,47,201,157,326,88,77,301,99,48,32,64,62,117,6,Vstm4
Lrrc18,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Lrrc18
As3mt,757,841,484,972,732,1089,432,514,945,729,308,301,387,447,539,84,As3mt
Scly,87,118,37,130,70,349,87,45,267,89,16,10,20,28,58,2,Scly
Pcdhb5,35.0235,54.1345,27.3908,56.7889,51.011,53.0978,8,24,47.1989,23.0541,16.021,16.6536,28.0634,8.45959,20.0276,0,Pcdhb5
Aar2,393.86919,387.59684,185.22,491.4704,311.816,894.8685,247,160.5503,693.72782,356.003,104.62021,99.74255,105.079,145.21058,222.6351,30,Aar2
Zfp90,111,120,87,226.9997,121.99964,141,121,80.99997,135,105,73,76,99,89,117,17,Zfp90
Klhl26,120.26,150.582,63.8075,174.061,93.843,367.794,100.743,52.9455,397.743,142.112,28.8685,36.5549,45.6549,38.5493,81.1328,24.0585,Klhl26
Loc100360573,2004.26,2120.91,773.53,3366.74,1317.72,4.59441,1111.49,785.121,0,1800.1,365.044,178.66,592.725,830.502,1895.16,166.477,LOC100360573
Pcdhb3,29.219,37,24,61,36.152,43,15,36,56.304,27,22,22,17,21,17,3,Pcdhb3
Inha,113,284,36,235,67,578,107,17,354,49,2,2,3,4,20,4,Inha
Lypd4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lypd4
Sirt2,1087,1321.002,425.0004,1291.9975,946,4623,935,501.0004,3864,1039,257,220.00026,321.00046,448.0003,822,166.99986,Sirt2
Pcdhb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pcdhb1
Klhl30,253,223,73,283,183,1063,132,85,771,193,29,23,34,33,101,26,Klhl30
Tnfrsf4,5,10,1,3,1,16,0,1,21,4,0,0,1,0,12,0,Tnfrsf4
Stk11ip,195.9998,250.9999,102.99999,191.99993,168.00017,755,128,107.9997,613,180.99951,59,23,67.99996,63,114,21,Stk11ip
Dmrtc2,0,0,0,0,1,0,0,0,0,1.47152,0,0,0,0,1.4714,0,Dmrtc2
B4gat1,475,490,264,659,490,1081,344,353,763,499,150,182,181,195,268,64,B4gat1
Cnnm2,73,78,26,58,55,167,27,28,128,58,14,14,9,15,30,0,Cnnm2
Ilkap,626,597,284,832,427,1211,342,308,1000,540,153,161,178,238,341,84,Ilkap
Brms1,144.521,171.751,18.8186,144.817,83.1854,857.872,147.379,35.0676,682.793,100.7,12.5777,4.20229,12.6058,52.542,106.997,17,Brms1
Nme5,90.6834,101.609,52.6386,119.277,94.3442,125.1,92.0502,57.6883,105.603,133.223,60.3508,25.3265,48.6662,57.0622,89.9752,17.0936,Nme5
Pcdha4,92.00003,136.00005,88.00002,174.99990169582,173.99995,169.00005,46.99998278,87.99995,130.99998,147.0001,73,65.99994007,62.9999,69,50.000000533859,0.999999765341,Pcdha4
Lrrc51,52,42,15,52,21,48,0,16,50,34,6,6,10,20,21,0,Lrrc51
Cd79a,2.62463,13.8777,2,9,4,20.0735,4,1.35177,37.9762,3,0,1,0,1,1,0,Cd79a
Cdh3,24,19,5,20,17,54,22,11,72,10,7,4,9,1,12,0,Cdh3
Arhgef1,515,610.9996,137,467,393,3355.99530009074,411,160,2951,425,48,54,69,91,300,67,Arhgef1
Krtap5-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Krtap5-8
Ttll10,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,Ttll10
Upf1,387.00035,443.99974,125.00003,343.00074,277.00053,2387.9989,331.0001,160.99998,1947.0004,328.99985,59.99997,46.00003,61.00006,114.00009,219.00029,32,Upf1
Tgm1,82,77,9,51,25,118,50,8,92,32,4,2,13,18,17,0,Tgm1
Slc4a3,564,929,145,489,364,6375,673,227,4438,494,39,36,81,106,284,89,Slc4a3
Khdc4,1253,1248,894,1748,1385,1832,766,837,1423,1433,737,559,728,859,970,135,Khdc4
Pigq,956.143,1181.32,287,911,648,3580.95,716,380,2912.47,899.306,130.539,76,134,203,444,120,Pigq
Rusf1,185.573,193.082,65,219.367,182.315,520.133,122,76,426.557,125.271,32.5698,34.2099,50.2223,70,83,15.3903,Rusf1
Il4i1,11.00000242683,11.00000288285,1.000000266993,11.00000615847,9.00000330812,89,14.0000183896,2.000000274455,79,4.000000316409,1.0000000338,2.00000269118,2.00000181564,3,9.00000329652,0,Il4i1
Il18bp,175,218,64,156,74,490,139,54,541,128,20,11,27,21,76,30,Il18bp
Cdh1,11,13,12,16,14,28,1,8,37,14,6,5,8,5,13,0,Cdh1
Supt3h,103,125,102,183,164,217,88,80,163,116,76,61,74,114,143,17,Supt3h
Mapk8,463.0004,452.0002,382.9996,478.0004,618,552.0004,293.0002,379.0003,469.9998,502,279.0002,252,213.0004,335.9995,277.9998,44.99998,Mapk8
Wnt8a,0,2,0,7,3,1,3,1,0,0,2,1,2,0,0,0,Wnt8a
Dalrd3,142,203,46,182,119,527,79,65,344,103,21,21,19,35,75,1,Dalrd3
Zbtb7a,104,122,40,105,85,903,68,64,898.9996,133,33,28,31,24,63,21,Zbtb7a
Ifitm10,42,18.99997,6,34.00005,10,81,13,13.00002,114,28.99997,1,2,3,9,32.99997,11,Ifitm10
Ahsp,172,120,69,79,108,130,21,35,83,160,25,14,23,28,33,0,Ahsp
Polr1has,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Polr1has
Reep5,4701.63,5121.78,2541.61,6364.98,4253.64,9637.48,2808.81,2672.29,7142.7,4561.26,1596.86,1491.64,1845.42,2044.65,2318.41,441.109,Reep5
Gimap8,965.769,797.467,629.286,1264.37,1063.58,988.266,528.18,639.265,866.284,831.592,520.773,481.32,517.901,595.647,500.488,96.9408,Gimap8
Tie1,1752.0225,1796.3541,647.0574,2338.1734,1467.1058,8016.2081,1398,877.0003,5811.0591,1572.1463,296.0485,288.0274,377.084,486,856.0316,123,Tie1
Rnf121,214,216,122,281,178,375,125,108,331,179,76,50,85,89,89,31,Rnf121
Cope,271.00029,367.00017,63,284.99972,175.00013,2168.99685,207.99968,88.99999,1588.99515,205.99978,22.00001,11,32.00003,33.00001,153,33.00002,Cope
Nt5c2,1234,1366,870,1866,1125,1583,697,899,1246,1278,644,560,582,719,704,85,Nt5c2
Mvp,547.016,678.549,159.45,529.634,287.758,3283.52,482.393,164.147,3090,443.337,71.4268,28.975,64.228,113.853,293.239,48.0182,Mvp
Wdr6,281.201,435.554,62.3459,244.152,135.297,1865.63,170.928,89.692,1083.25,163.59,13.5353,18.2229,36.0443,17.0586,96.7967,17.2817,Wdr6
Trpc2,11,21,5,18,8,37,7,14,46,20,0,0,1,3,16,0,Trpc2
Tinf2,260.823,278.597,139.91,360.647,260.481,436.352,159.764,94.5153,368.418,237.631,104.089,75.7407,111.674,133.247,172.316,30.1423,Tinf2
Tbc1d17,236,239,74,196,193,1463,234,105,1468,247,45,21,46,71,240,47,Tbc1d17
Runx2,12.0043,20.0096,19,32,23.0064,43.0228,6,20,35.0088,54,15,11,14,14,8.0025,1,Runx2
Hes6,192,219,78.99997,305,113,511,96,67,266.9995,131,23.00001,19.00004,22,33,78,59,Hes6
Scgb1a1,7,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,Scgb1a1
Cd248,263,367,74,362,238,1221,246,87,1005,210,24,21,27,34,63,0,Cd248
C5h1orf159,89,78,43,122,62,143,46,34,126,65,16,16,30,24,68,3,C5h1orf159
Yif1a,718.000000692525,738.0002,221.00008,635.0003,397.9995,1947.997,336.9999,230.0001,1483.003,586,85.99997,76.00000806371,109,169.99967,300.9996,56,Yif1a
Asrgl1,211,263,88,260,122,348,126,78,329,198,36,22,57,83,123,4,Asrgl1
Ptpn20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Ptpn20
Srp19,990,1137,544,1448,842,1269,534,623,846,875,339,265,463,397,673,108,Srp19
Agrn,1702,1687,540.0001,1926.005,1379,6988,1238,635,6071,1380,301,228,331,508,957,221.0004,Agrn
Ctsd,5142,5147,1667,5285,3549,14686,2981,1796,12971,4768,705,499,796,1298,3126,571,Ctsd
Prr35,0,2,1,0,1,1,0,1,1,0,0,1,0,0,1,0,Prr35
Tubg1,250.82,302.916,63,259.749,137,1404.37,177.941,93.722,1179.4,174.855,26,23,35,58.8934,154.98,43,Tubg1
Gmpr2,571.603,699.804,456.834,833.406,660.457,855.071,424.173,403.361,634.241,695.733,296.688,261.811,324.663,414.253,472.221,63.36,Gmpr2
Dlgap4,196,219,70,218,152,980,117,73,870,159,52,28,53,59,113,17,Dlgap4
Homer3,200.153,205.7581,90.3396,220.3815,155.1054,760.224,209.6271,79.7681,722.49,161.5308,48.9436,43.83793,53.5218,56.73618,110.7534,17.80355,Homer3
Pias4,75,86,17,74,57,607,38,24,483,38,9,3,7,12,42,7,Pias4
Rabac1,262,374,36,197,154,2319,271,75,2408,285,36,19,21,60,247,49,Rabac1
Hnrnpl,3648.003,4131.005,2042.002,5053.995,3801.005,6562.001,2204.998,2223.003,5281,4074.996,1321.9992,1031,1544.998,1787.0042,2397.001,434.0004,Hnrnpl
Plekhh3,78,97,18,61,37,959,69,19,672,47,4,0,0,10,30,1,Plekhh3
Capn15,46,59.000000125166,25,43,32,425.9999,42,14,334.9996,51,3,2,4,6,16,1,Capn15
Art5,13.0942,21.1425,4,27.0073,13.4989,108.67,35.1111,3.14028,113.873,15.1493,5,1.02313,5.06691,13.329,23.7755,4,Art5
Perm1,5652,6028.7,3067.98,7418.32,3918.9,9985,2840,2576.89,6450.64,4329.25,1049,996.951,1475.59,1250,1603.95,392,Perm1
Syt8,14,7,4,11,9,52,15,4,71,5,2,2,6,1,7,0,Syt8
Myl9,1298,2142,380,1619,916,4636,908,417,2872,999,130,94,135,225,447,152,Myl9
Cnih2,0,3,0,4,1,11,4,1,11,9,0,0,0,0,2,0,Cnih2
Ina,3.0065,3.00418,3.01858,8.02027,3.02188,6.00597,0,1,5.00283,1.00169,4,5.03827,6,7,0,0,Ina
P4htm,185.799,239.446,41.6541,189.848,129.703,706.368,89.072,51.308,540.746,187.41,20.4647,19.7771,21.9557,66.9414,134.203,13.7183,P4htm
Pcgf6,69,75,66,144,89,91,41,62,87,79,53,48,42,44,56,5,Pcgf6
Art1,95.9058,96.8575,19,183.993,72.5011,290.33,69.8889,31.8597,194.127,65.8507,16,32.9769,53.9331,51.671,122.225,30,Art1
Per2,234,261,121,253,408,1177,244,426,1994,983,140,120,177,381,511,131,Per2
Sars1,1018,1187.0011,479.0005,1259.0039,852,2471.003,723.9997,535.0005,2100.003,1001,281.9998,273,355.0003,499,660.9996,132,Sars1
C5h1orf210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C5h1orf210
Fam53c,185,180,81,154,154,604,142,70,488,172,48,39,52,82,119,22,Fam53c
Atp1a3,22,26,12,43,15,345,2,7,93,37,2,0,5,0,9,0,Atp1a3
Dhrs1,190,211,66,228,126,451,141,81,335,129,36,35,34,48,121,18,Dhrs1
Eef2,8486,10290,1889,7064,5559,51622,7974,2722,53616,7169,985,746,1147,2285,7006,1155,Eef2
Sugp2,819,930,342,711,666,2407,480,300,2367,749,147,124,176,259,437,108,Sugp2
Tial1,1392,1391,1125,1992,1632,1499,727,1090,1171,1553,960,853,973,1074,956,231,Tial1
Elapor1,2,0,2,2,3,2,16,0,0,0,0,2,1,0,2,0,Elapor1
Taf5,155,175,114,330,193,178,72,169,166,196,139,117,131,152,123,21,Taf5
Ccr10,9,13,3,8,1,67,6,2,53,12,0,1,1,0,2,0,Ccr10
Tnni2,2,9,2,6,12,14,0,1,18.99996,5,0,1,1,0,3,0,Tnni2
Cntnap1,832,1045,210,634,342,2357,393,176,834,251,40,17,14,40,116,16,Cntnap1
Syt11,214,187,123,298,189,378,139,97,366,263,106,85,73,83,156,16,Syt11
Kif22,172,158,55,199,53,157,57,25,73,71,11,7,13,10,25,0,Kif22
Prkar2a,1243,1622,975,1361,1441,2054,739,1042,1837.004,1561,520,524,593,798,847,123,Prkar2a
Slc25a20,6215,6469,3907,9471,7965,10489,4906,4765,12073,9456,3868,3478,4576,5861,6583,1251,Slc25a20
Akt1s1,173,248,69,245,137,1584,208,63,1271,182,26,34,37,58,98,17,Akt1s1
Chrna10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Chrna10
Scgb1d2,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,Scgb1d2
Plekhn1,69,92,22,93,54,201,66,22,172,73,21,11,17,29,69,20,Plekhn1
Atp5mk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atp5mk
Gon4l,425.7135,541.6504,169.50981,392.415,356.3681,1182.298,266.95285,166.0303,1037.414,357.265200041539,80.4703,75.43569,112.364606,145.617655,306.0407,35,Gon4l
Bag3,2147,2179,1047,3033,2089,9140,1663,1555,9339,2564,766,795,891,1098,1785,371,Bag3
Klc2,487,587,159,531,315,2151,319,170,1708,402,36,34,34,84,252,29,Klc2
Lsp1,632,667,204,719,429,1633,357,268,1561,472,108,68,106,139,335,53,Lsp1
Scgb1d4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Scgb1d4
Klhl17,27,37,9,23,17,336,19,10,278,21,1,4,0,4,24,15,Klhl17
Pdcd11,585.184,661.824,228.619,611.384,471.545,1442.24,366.268,249.567,1335.51,530.749,153.494,90.1888,175.36,213.555,410.781,104.551,Pdcd11
Cfap276,52.3449,73.7897,71.0859,85.7173,138.353,103.165,34.3197,80.4393,57.0021,80.0109,73.9112,43.4939,54.8983,56.0547,45.0049,5,Cfap276
Ech1,6463,6613,2539,8154,10843,30500,8289,5255,44331,12467,3764,3084,4234,6211,15045,2135,Ech1
Gfra3,67,80,29,61,48,246,48,34,262,72,17,8,11,14,45,11,Gfra3
Grik5,44,55,4,46,27,312,15,15,228,39,4,1,9,9,25,10,Grik5
Taf13,455,429,371,841,466,391,234,399,260,484,279,306,322,325,260,60,Taf13
Rab5if,1571,1715,906,2440,1345,1721,709,901,1313,1444,514,418,559,762,853,161,Rab5if
Pnkp,56,84,11,62,44,325,45,18.00004,318,53,8,2,6,12,40.00003,15.000033,Pnkp
Nop9,146,130,38,155,108,273,51,60,237,114,25,28,34,45,65,15,Nop9
Asb1,63,63,19,50,50,214,40,21,188,54,15,7,25,11,34,13,Asb1
Calhm2,144,191,51,197,106,623,130,76,538,122,26,26,38,65,121,31,Calhm2
Wdr47,481,544,369,642,536,545,198,345,421,514,250,254,282,276,328,29,Wdr47
Tnnt3,130.00031379645,104.00000961913,48.999960290925,106.99991083126,105.00003731663,158.999989035131,50,70,162.999970029954,117.000006323951,24.000029305667,24.00003886069,34.00003715761,22.0000000537947,55.000000616259,0.999999738502,Tnnt3
Utp4,628,608,326,806,537,907,310,268,747,594,223,184,291,276,481,64,Utp4
Ezh1,1078,1163,541,1329,1029,2415,757,654,2328,1191,381,320,460,630,1076,224,Ezh1
Sla2,8,9,3,5,2,37,2,2,26,7,0,2,0,1,2,0,Sla2
Lgals4,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,Lgals4
Neurl1,0,8,1,4,1,9.999997,1,1,4,2,0,0,0,0,1,0,Neurl1
Brd8,807.9999,852,473.0001,1034,758,1539,487,507.0001,1254,751.9996,265.999596897,259.0004,323,390,542,133.9999,Brd8
Samd11,17,22,6,14,25,87,11,6,62,18,1,2,2,2,15,0,Samd11
Sntb2,57,72,37,50,84,168,52,42,120,71,27,14,21,25,49,14,Sntb2
Slc25a42,347,475,121,462,424,2226,444,268,3303,540,104,97,127,221,516,117,Slc25a42
Best1,156.018,146.556,47.9528,140.755,118.301,1599.19,133.987,68.3613,1156.9,158.473,61.4104,57.0529,61.4375,60.5092,92.8857,40.1088,Best1
Nup98,1704.0044,1935.999,1391.999,2210.0049,2080.997,2471.0013,1095.0039,1388.997,2322.0034,1914.999,980,856,1003,1188,1231.002,281.0002,Nup98
Rab3il1,58,88,9,43,35,508,64,30,366,42,1,2,4,5,31,12,Rab3il1
Pacs1,559,583,325,588,560,1335,285,307,1254,535,166,152,196,234,349,53,Pacs1
Vps4a,1519,1591,822,2229,1301,2158,824,742,2097,1501,462,407,544,616,874,168,Vps4a
Sh3pxd2a,248.0005,305,96,135.00045473,214.9997,1526.997,209.000000475624,92,1259,178.9996,27,18,26,55,112,27,Sh3pxd2a
Mrpl23,438,492,114,472,222,1178,330,139,999,294,37,34,82,103,233,30,Mrpl23
Twist2,11,8,3,13,8,24,6,6,15,11,9,2,6,1,7,0,Twist2
Zfp846,470,439,315,644,515.457,436,210,293,322,491,234,191,268,297,298,59,Zfp846
Msto1,200.287,169.35,49.4901,198.585,100.632,452.702,66.0476,57.9695,359.586,138.735,21.5297,15.5643,26.6354,36.3824,81.9595,7,Msto1
Ptov1,231,328.68,47,222.688,144.632,2715.11,270.769,82,2084.37,205,23,5,26,42,118,30,Ptov1
Clcc1,913.9997,963.0001,573.9996,1311.999,897,1239.998,664,703.0005,1097.0027,940.0004,494.0002,420.9999,457.0001,613.9995,726.9995,126,Clcc1
